,anonID,success
11614,TMCA5136,1
11625,NNHA4556,1
11636,ASAK7742,1
11647,UICT7698,1
11658,JBOP4827,1
11669,OGJR9169,1
11670,AOAC7332,1
11681,JLWK9858,1
11692,YJDI7534,1
11703,TBGA9945,1
11714,IIAX5544,1
11725,GLDC9143,1
11736,XWBY8023,1
11747,LNCG7263,1
11758,NBDF2954,1
11769,KJHD8669,1
11780,UZMG3866,1
11781,QLVS5357,1
11792,ZYHA7324,1
11803,XNFI5018,1
11814,XONE8172,1
11825,TDLX2731,1
11836,GLUY1264,1
11847,PLBL2268,1
11858,AUBL7189,1
11869,AHGO3929,1
11880,KWRS1486,1
11891,ATMZ4852,1
11892,WOBO6107,1
11903,BTFX5441,1
11914,OLAU4090,1
11925,FOIA1508,1
11936,XWOD2941,1
11947,PIPS8487,1
11958,EVNV1110,1
11969,SSEB3265,1
11980,PXMS6968,1
11991,ULXB9868,1
12002,ZNRD5243,1
12003,IUJX9758,1
12014,MURL5654,1
12025,MBLM9080,1
12036,UQWZ5997,1
12047,PQYO3295,1
12058,NWWL7392,1
12069,FLON3956,1
12080,ZCYB7061,1
12091,TYII1777,1
12102,EDTV8549,1
12113,VJCM1863,1
12114,GUXH5209,1
12125,BCOQ1319,1
12136,CUPK1196,1
12147,DMOQ4359,1
12158,QGSG8889,1
12169,HMSG8566,1
12180,KGGT6703,1
12191,HGYQ4975,1
12202,WONI9628,1
12213,TTNY4644,1
12224,MQYR3509,1
12225,HBSD2785,1
12226,CAOO9565,1
12237,ZNAQ2162,1
12248,DXDS5277,1
12259,MEKJ9946,1
12270,CZLW7645,1
12281,GNQA8813,1
12292,FSDV8115,1
12303,KARM9625,1
12314,SDBK1692,1
12325,XBJP7771,1
12336,LKBB2678,1
12337,ICFA2889,0
12348,LIMU4796,1
12359,NNDZ8268,1
12370,GTGN9595,1
12381,PSLX9866,1
12392,LBOP1319,1
12403,BBEQ7431,1
12414,VSLG8733,1
12425,SIDZ8680,1
12436,MKSM7083,1
12447,OXVW4308,1
12448,MDRW3235,1
12459,NIMZ7621,1
12470,VCXO3528,1
12481,OMOW4765,1
12492,WBUW3215,1
12503,CIQR5931,1
12514,RCWH5823,1
12525,FTKK6981,1
12536,VYFS7903,1
12547,RDOF6529,1
12558,MQZL7787,1
12559,EOSC5252,1
12570,QNGR8500,1
12581,YSZC9944,1
12592,LDKS7488,1
12603,TJRN7182,1
12614,IYFU1251,1
12625,GMXR2606,1
12636,MJNG5522,1
12647,XTOL5888,1
12658,GBLO7181,1
12669,OKRN9547,1
12670,BOUK3346,1
12681,NNJM2363,1
12692,HABU5286,1
12703,RBEV8367,1
12714,TERF3847,1
12725,TNKS2987,1
12736,YTJW6178,1
12747,SWDD8022,1
12758,SEIL6194,1
12769,NSOY9773,1
12780,BGYS9390,1
12781,HWIH2795,1
12792,CXJR5235,1
12803,LIVM7814,1
12814,OPVA5926,1
12825,DKVI2617,1
12836,UYPY8913,1
12847,XAID8648,1
12858,BTRK2760,1
12869,EMYX3568,1
12880,SSSU6432,1
12891,PWSH4028,1
12892,VQZF7642,1
12903,TZAL8517,1
12914,TELF9091,1
12925,IFBL8399,1
12936,RHHK2022,1
12947,CENN4814,1
12958,TSQQ6439,1
12969,DOWZ3424,1
12980,OYKI8739,1
12991,QRLN1477,1
13002,MVSP8518,1
13003,ZRJH5657,1
13014,JXNC7070,1
13025,EXUJ7513,1
13036,ADWI5214,1
13047,IKIZ3598,1
13058,KQWK7590,1
13069,NQPS5740,1
13080,PWEQ4641,1
13091,QFJZ1525,1
13102,XLLR9462,1
13113,DXET2098,1
13114,OJBC4650,1
13125,VPXM8458,1
13136,MZHJ4155,1
13147,MPUC7540,1
13158,VUWN6961,1
13169,JHAT4230,1
13180,FOUE4890,1
13191,WJOV6476,0
13202,USAA6682,1
13213,RQRB3359,1
13224,QEWW5814,1
13225,XQWT6179,1
13236,KMIC1755,1
13247,EUEN3774,1
13258,DAOL8464,1
13269,LMOJ9133,1
13280,HJHD2689,1
13291,XIQB5973,1
13302,GRFH7206,1
13313,TWRB3794,1
13324,CZQS3399,1
13335,RBAT9980,1
13336,SPJR9523,1
13337,CDWT6018,1
13348,SGZC3778,1
13359,JCBK4337,1
13370,FLAD2907,1
13381,HAQY5409,1
13392,XOQQ4019,1
13403,RULE5749,1
13414,NYVN8729,1
13425,LHJC9553,1
13436,FIID4670,1
13447,UUTI6719,1
13448,DAFD3955,1
13459,IMMO1398,1
13470,WROH8178,1
13481,QMAE3561,1
13492,KZNG9471,1
13503,AQNU8418,1
13514,GNNX4227,1
13525,CNRJ7868,1
13536,TDVT1420,1
13547,XCBV2268,0
13558,OGVV8934,1
13559,HKRW4821,1
13570,WJZP9606,1
13581,ZYVC2518,1
13592,ZWIA1972,1
13603,NVSF2192,1
13614,AZBS9283,1
13625,NEJK8612,1
13636,BUZS9931,1
13647,ILXE6973,1
13658,VSTR7006,1
13669,WYNV8011,1
13670,EGTB2424,1
13681,QVPQ2283,1
13692,OUQC2489,1
13703,BOFS5379,1
13714,BQNB6054,1
13725,WGHF4412,1
13736,KHSW8398,1
13747,OVHX4943,1
13758,AVNP8892,1
13769,XXKS2342,1
13780,IPRC9315,1
13781,PIEC1113,1
13792,THDK3141,1
13803,NCNC1899,1
13814,NVOO3176,1
13825,QJSM5022,1
13836,ONTE6154,1
13847,HRDH7837,1
13858,DAFZ5854,1
13869,SACG8670,1
13880,QWNK5236,1
13891,NHZJ7273,1
13892,XCIS7965,1
13903,DJEW3810,1
13914,DIKJ2323,1
13925,ZHZT7008,1
13936,LWIY6010,1
13947,DOEE8520,1
13958,FFIJ7352,1
13969,MPJE1465,1
13980,PWFF4985,1
13991,LWXF4793,1
14002,SMIH1317,1
14003,FAJW2103,1
14014,RUOU9999,1
14025,PAWW2767,1
14036,ZHHN8835,1
14047,USDV3747,1
14058,TKZK3179,1
14069,VCUV4417,1
14080,JBDJ2451,1
14091,IESI7105,1
14102,WVEA8503,1
14113,MRQG7020,1
14114,WCSJ5714,1
14125,QCIK9874,1
14136,HVXS6503,1
14147,TSMY9922,1
14158,TNHP7798,1
14169,VNUX6731,1
14180,FSBB5823,1
14191,DSIV1583,1
14202,XPZV6558,1
14213,BBAC9114,1
14224,QFVY5191,1
14225,DOFA1893,1
14236,NJRE4397,1
14247,FBHY3909,1
14258,RVVM5802,1
14269,JACX6373,1
14280,QSMU7735,1
14291,EXGW2221,1
14302,BCOW9796,1
14313,LSXW6461,1
14324,HCKT2625,1
14335,JAKE1264,1
14336,SUQP8210,1
14347,XKBY7953,1
14358,DCLS9774,1
14369,BQAW3899,1
14380,TSMC3881,1
14391,HEKZ1835,1
14402,OHCV6009,1
14413,YGBE7060,1
14424,LOAK6884,1
14435,GAZQ1219,1
14446,TIHR1230,1
14447,MHNM8727,1
14448,PDXP1902,1
14459,EPII7170,1
14470,OVTZ2696,1
14481,AJQH8469,1
14492,OGRV5583,1
14503,HRFR6511,1
14514,RYOK4717,1
14525,UEVV2279,1
14536,BMPM8786,1
14547,CNXM6035,1
14558,WARJ5293,1
14559,RNUZ2809,1
14570,RPFS9880,1
14581,NHJC9956,1
14592,WJZR7607,1
14603,WXZO9672,1
14614,HZOF4341,1
14625,JONT6112,1
14636,PSHK9278,1
14647,OMUR6894,1
14658,HJOL6079,1
14669,MRUO5568,1
14670,NEGY7297,1
14681,IBLY6997,1
14692,ZOAU4060,1
14703,GESZ4200,1
14714,BOEV4325,1
14725,AWOX9260,1
14736,FURR7177,1
14747,YLMK3692,1
14758,RLJF1082,1
14769,HQNL7649,1
14780,VFDI2841,1
14781,ZGXX8445,1
14792,YXIK5130,1
14803,YECF2403,1
14814,JSYM5278,1
14825,HBBC2897,1
14836,SFGC3461,1
14847,KMKW5669,1
14858,KUXT2019,1
14869,SROV9295,1
14880,MLDE6679,1
14891,OCXS5200,1
14892,JGNQ6230,1
14903,BUAU6594,1
14914,DYMY4575,1
14925,OIZH8287,1
14936,CYVI2905,1
14947,XAMS9105,1
14958,ZFZA3213,1
14969,HWRX3669,1
14980,PPOI5602,1
14991,FALV4963,1
15002,SHLJ7889,1
15003,PJMY5905,1
15014,DEMO5541,1
15025,MFOB9876,1
15036,ZZHZ5281,1
15047,XZZV5254,1
15058,PXQK6777,1
15069,VATJ8267,1
15080,TCSB9002,1
15091,ZAYM7795,1
15102,KKPJ8735,1
15113,CZSZ8326,1
15114,ZFQA7763,1
15125,SEYC8851,1
15136,ABOV4431,1
15147,YBTP1661,1
15158,UCMT6543,1
15169,WYUN2543,1
15180,CLBT6770,1
15191,SHEA1210,1
15202,RAZA8783,1
15213,ASSX2536,1
15224,ZZWS6235,1
15225,JLEZ7640,1
15236,LBXV7565,1
15247,XHRF7836,1
15258,MVUA2185,1
15269,TIXS7779,1
15280,SGLF7970,1
15291,PGJG6281,1
15302,ZQNX3042,1
15313,AHKA5063,1
15324,GLCW8806,0
15335,KRVT9366,1
15336,OCWF1392,1
15347,FECE7300,1
15358,BVAE1389,1
15369,WGJQ5264,1
15380,OLPM8718,1
15391,VCMF4374,1
15402,DNMR2055,1
15413,GRMJ5829,1
15424,BXGQ1354,1
15435,LGMH9541,1
15446,GMGP3643,1
15447,KTEP7799,1
15458,TJSV7033,1
15469,KXDY8097,1
15480,XAIX5196,1
15491,KBAM1076,1
15502,NEHK8876,1
15513,HSBQ7787,1
15524,KSIL8795,1
15535,HUQM1763,1
15546,APYI5849,1
15557,HVRS5517,1
15558,NCMD1360,1
15559,VHWD3665,1
15570,CGIS3844,1
15581,JNDM8340,1
15592,FJEJ5547,1
15603,JMMA5930,1
15614,XKIU5095,1
15625,IUHV3109,1
15636,VKHC8537,1
15647,OOTJ5488,1
15658,GBAW6829,1
15669,XELV2528,1
15670,ELXD2817,1
15681,TYQN6452,1
15692,GWJH1652,1
15703,JVLK1948,1
15714,IFYN7435,1
15725,CXHE4988,1
15736,UENA2346,1
15747,AFPY3186,1
15758,FKSW8051,1
15769,KDVN8933,1
15780,TRTT1718,0
15781,YCOI6426,1
15792,LIIN4248,1
15803,RQXB8770,1
15814,NAYV7155,1
15825,RARN6105,1
15836,QRIV3336,1
15847,NCXE7561,1
15858,HEUV8952,1
15869,RQWM5711,1
15880,NULQ7127,1
15891,YPZJ4336,1
15892,HXAE4363,1
15903,XYYF4924,1
15914,RFUB3455,1
15925,KLWI4774,1
15936,GUBC8747,1
15947,VWNP5821,1
15958,ALOR2418,1
15969,LEAZ7804,1
15980,YURG4845,1
15991,EYCS3213,1
16002,PSIS8362,1
16003,HVPB1319,1
16014,WXVE3532,1
16025,GAAG9921,1
16036,VFCX5506,1
16047,MIJX2501,1
16058,FKGP4347,1
16069,AWWJ3908,1
16080,GWVO8826,1
16091,CJBF3730,1
16102,EFCW8294,1
16113,OEBX4254,1
16114,FXTO8188,1
16125,CJTU4430,1
16136,NKYL5218,1
16147,WSSH9929,1
16158,XUMB7924,1
16169,UYYX9868,1
16180,SBGT5495,1
16191,MAOL4524,1
16202,LEBD2325,1
16213,TJIN8954,1
16224,LKMS4426,1
16225,EECO7285,1
16236,QWYA8428,1
16247,RBLB2146,1
16258,IHND9415,1
16269,TEWO7359,1
16280,TTXU7059,1
16291,HBYG1434,1
16302,FKIE2252,1
16313,OSBH4984,1
16324,VLOO2278,1
16335,UPBK2821,1
16336,HVLD9100,1
16347,KCTG8178,1
16358,TSPM1406,1
16369,VEYH2077,1
16380,DUFO3401,1
16391,LAYM5409,1
16402,YTHY7830,1
16413,XKYK9444,1
16424,SVII5142,1
16435,GBHA8787,1
16446,BQTS4998,1
16447,JQVF8399,1
16458,ZOMV7702,1
16469,PSBC9079,1
16480,IQWT3275,1
16491,BORD5266,1
16502,EVZS3485,1
16513,LOGH7321,1
16524,QBCO7986,1
16535,BSRG5821,1
16546,JGDB5735,1
16557,OUFD5765,1
16558,TMTO9980,1
16569,KVAL5087,1
16580,IYHP1712,1
16591,WYWC5125,1
16602,YQDY9197,1
16613,AIWZ1213,1
16624,FDRK9539,0
16635,CSMX5118,1
16646,YDJN2136,1
16657,OBQW3290,1
16668,WQRH5643,1
16669,WEPL2814,1
16670,HXOB6946,1
16681,IDHR6369,1
16692,KCLX5292,1
16703,PIZD8553,1
16714,NGTF1270,1
16725,UZQU3654,1
16736,HXYU5057,1
16747,XOMI3770,1
16758,PFHK8775,1
16769,LAWQ6758,1
16780,XJBI3074,1
16781,NAGD8173,1
16792,VQIV3418,1
16803,WLHR9383,1
16814,QCYV2327,1
16825,PSAJ1037,1
16836,QOGE2387,1
16847,AJBV5598,1
16858,KNSK2143,1
16869,YEQM9516,1
16880,YUPZ4921,1
16891,MQPX2702,1
16892,WXAN6642,1
16903,RFDL4507,1
16914,BPMC5849,1
16925,XWMK7969,1
16936,LORL7356,1
16947,PIVO6964,1
16958,INOE9660,1
16969,VRNU5961,1
16980,YZJW9449,1
16991,CTWK2783,1
17002,JTDB5834,1
17003,XPUI9201,1
17014,TNDW1987,1
17025,JMLZ9485,1
17036,LVBW5080,1
17047,AAZY5595,1
17058,CEWZ1621,1
17069,TEEL5525,1
17080,SZHP1858,1
17091,OVDY1357,1
17102,EOFJ3023,1
17113,TBVV3619,0
17114,VCXE9184,1
17125,YKKA5504,1
17136,NJYI6311,1
17147,GEOY1632,1
17158,VPWO4937,1
17169,SBZC4749,1
17180,YBMM8524,1
17191,EZXR9571,1
17202,YZRX6369,1
17213,NOQB8807,1
17224,LSET5254,1
17225,TTTW7041,1
17236,HLUG4356,1
17247,BVBR1660,1
17258,ZAOK5951,1
17269,NMRB3719,1
17280,JMCV2404,1
17291,PHED8814,1
17302,JWMA4860,1
17313,WPQD9228,1
17324,FKKT3789,0
17335,ZBVB3162,1
17336,DESP2599,1
17347,WZGX6028,1
17358,KPZB7668,1
17369,NWLC7234,1
17380,RFPV4260,1
17391,XUTL1317,1
17402,EEQW4737,1
17413,YNGC1661,1
17424,XMAA1600,1
17435,KRUQ9640,1
17446,RCNC3051,1
17447,LYDG2096,1
17458,OPWK5657,1
17469,OZNQ2605,1
17480,EZKT2048,1
17491,WOFK2796,1
17502,NZSH5275,1
17513,EPXJ3055,1
17524,BRZS4107,1
17535,QZWS3094,1
17546,ALBC8265,1
17557,NVXF6934,1
17558,MCHB8774,1
17569,LACY5972,1
17580,KPUP8133,1
17591,OSGZ7162,1
17602,BUOL9546,1
17613,UIUU1611,1
17624,WNXH4356,1
17635,HSFP7129,1
17646,ZLIT7322,1
17657,BVVP8558,1
17668,CFQO2378,1
17669,QXJF4127,1
17680,XIDX9013,1
17691,NWGE4049,1
17702,BFDQ6959,1
17713,PZSF3474,1
17724,ONQQ3914,0
17735,FIRO6104,1
17746,ZDRL8653,1
17757,TPQC8799,1
17768,DDLB5703,1
17779,UZNV3503,1
17780,KIGD3833,1
17781,KIMB6859,1
17792,GBXQ7719,1
17803,UMKU3008,1
17814,FIDA6559,1
17825,BNPC9750,1
17836,JXJK8864,1
17847,CDZH7844,1
17858,XITK3690,1
17869,TTCR4871,1
17880,SXYW8139,1
17891,JGIC4375,1
17892,AFNA3505,1
17903,HNIU1455,1
17914,KVMN9954,1
17925,SCPB8304,1
17936,HQHC8954,1
17947,ODQW3063,1
17958,MOFW6007,1
17969,SOKI7727,1
17980,DRBY9065,1
17991,ROHQ3757,1
18002,BMQA6664,1
18003,WFLQ8389,1
18014,ECVR5083,1
18025,IYHG4668,1
18036,UULK7596,1
18047,AXGU5943,1
18058,HFEB8027,1
18069,KEZB6718,1
18080,MQUR6619,1
18091,OWYV3944,1
18102,ZFRQ1255,1
18113,CZEB6817,1
18114,PHHA8698,1
18125,RNBO8786,1
18136,YWOG6134,1
18147,LZLN1675,1
18158,AXPT6529,1
18169,PJJU1805,1
18180,SWZF6259,1
18191,AJJK6246,1
18202,MYNN9396,1
18213,BOJZ3785,1
18224,XFVY2557,1
18225,VTLJ4534,1
18236,VKUG6531,1
18247,OSDV6736,1
18258,IBLE9435,1
18269,MZDY4473,1
18280,PCQE7672,1
18291,CEAG3109,1
18302,PCES8944,1
18313,BQXS5104,1
18324,JTVM1484,1
18335,KGMA5218,1
18336,LJUP4908,1
18347,ZWGL8325,1
18358,FOKL1024,1
18369,HLSB6196,1
18380,OXBN6537,1
18391,MKOL2964,1
18402,VIMU4702,1
18413,WEOQ3577,1
18424,PCWS1542,1
18435,IWUL3797,1
18446,TUEJ4635,1
18447,GWRP4295,1
18458,FROF4806,1
18469,VILN7138,1
18480,ONLC7488,1
18491,LQHL4889,1
18502,VFQT5218,1
18513,KEVK4103,1
18524,OIKV3062,1
18535,IJSG3645,1
18546,UXCV2164,1
18557,WZSM9539,1
18558,GGHZ8627,1
18569,PRXL5719,1
18580,ZALU4373,1
18591,NSLF9754,1
18602,SJLO5085,1
18613,CWTQ5346,1
18624,UJBG4277,1
18635,ZTCG6145,1
18646,FWGZ7119,1
18657,DQYP7784,1
18668,PGIR8652,1
18669,UBMF1995,1
18680,MWGY7455,1
18691,FNFN2292,1
18702,BRSB7302,1
18713,KBGC3347,1
18724,INEQ7304,1
18735,IASP4352,1
18746,TMNF8547,1
18757,BNJE8702,1
18768,UETA1844,1
18779,RQAY8598,1
18780,ALMZ8145,1
18791,UREH6385,1
18802,BOFK8433,1
18813,JGLL6341,1
18824,DCQX4154,1
18835,NQBS7038,1
18846,CRJW9803,1
18857,VWDC9620,1
18868,IXQH8381,1
18879,XXMG1007,1
18890,UOIL8590,1
18891,HPLY5942,1
18892,QDAO9905,1
18903,YOJA9913,1
18914,MCEV1799,1
18925,WCHX8450,1
18936,AXHM7478,1
18947,BPVK4923,1
18958,FSDY1739,1
18969,AFQY4761,1
18980,ICFD8676,1
18991,TIOE9682,1
19002,LJYV1445,1
19003,EXWE4067,1
19014,OVOH3500,1
19025,ISKK6705,1
19036,IMTF9373,1
19047,EIXJ4169,1
19058,EESF7542,1
19069,EGRT7633,1
19080,KOLN6499,1
19091,WBJS9685,1
19102,WLWS8718,1
19113,VGHY1583,1
19114,DIBY5501,1
19125,YVIV5818,1
19136,OTHV8073,1
19147,IEBZ1497,1
19158,FNEM5744,1
19169,KQYY3384,1
19180,NDVH1697,1
19191,CUJG3354,1
19202,ETFT4143,1
19213,OXYX9706,1
19224,NXDN1462,1
19225,FOHV2695,1
19236,IKNP1365,1
19247,MYSQ8418,1
19258,DICP9939,1
19269,ZEFZ4219,1
19280,NXIY7877,1
19291,JZZN4529,1
19302,YSNR2773,1
19313,VMTB8201,1
19324,LGWX2738,1
19335,SKJQ3035,1
19336,VSAQ6342,1
19347,YFRD7691,1
19358,YXKQ4569,1
19369,JQJV1990,1
19380,ANEW6662,1
19391,NXWX5071,1
19402,OHIQ9659,1
19413,VPDS3177,1
19424,QEEQ4119,1
19435,RBLP1329,1
19446,LQXL7046,1
19447,MTWP5164,1
19458,YPOD1224,1
19469,ATYO6993,1
19480,QSAW4982,1
19491,GYGS3243,1
19502,XVXS3142,1
19513,GHMO6980,1
19524,XIOO8811,1
19535,BFGQ1414,1
19546,ZMYK4293,1
19557,MROA9335,1
19558,HAFF9495,1
19569,FNWW2582,1
19580,PAIZ2977,1
19591,XIMV8775,1
19602,YYYA5818,1
19613,JCRR8561,1
19624,WJUF5482,1
19635,VOOT2548,1
19646,MKAJ7998,1
19657,SCNI7282,1
19668,UENY6898,1
19669,WOGL9744,1
19680,PYKE2212,1
19691,PPUG2240,1
19702,JWVW3866,1
19713,CUOE9595,1
19724,FNUA7010,1
19735,KQJU8830,1
19746,XKYK1636,1
19757,NTJF8409,1
19768,CXVU7026,1
19779,AZRB8762,1
19780,ETZE9121,1
19791,UJJB4376,1
19802,YFOI7574,1
19813,RTSQ9255,1
19824,AYQZ2654,1
19835,NENM8324,1
19846,KSCI3922,1
19857,VCXT4006,1
19868,JPRP9935,1
19879,PXUN6674,1
19890,JSSI4096,1
19891,VNDH6005,1
19902,ZACP6934,1
19913,SUQW2344,1
19924,WGLX4306,1
19935,RBYN7205,1
19946,CWOI4977,1
19957,MEGV5170,1
19968,FBVH6442,1
19979,ORXN2715,1
19990,JFFP2933,1
20001,OHGF7867,1
20002,ZUWA4753,1
20003,FZKA9757,1
20014,BENP4179,1
20025,LUOH1704,1
20036,MPOM6769,1
20047,ONDF4926,1
20058,BKBJ4823,1
20069,ILOW7565,1
20080,WXUX1821,1
20091,FWEU2769,1
20102,TQNP3330,1
20113,MOIV1093,1
20114,ARQF5176,1
20125,TFBQ2427,1
20136,VLFZ6855,1
20147,HLKZ7219,1
20158,CZDR7048,1
20169,WZDI3665,1
20180,NKAY2074,1
20191,FGEZ7989,1
20202,NFSM9624,1
20213,KNFV3679,1
20224,YSKN2822,1
20225,AMDV2220,1
20236,IWTS9141,1
20247,UMHB8835,1
20258,BKIV1344,1
20269,AGNQ5114,1
20280,QEYC7860,1
20291,MZLT1710,1
20302,TCNQ1671,1
20313,NVJT5324,1
20324,MNTP1565,1
20335,JICJ1869,1
20336,WWTL2467,1
20347,OLBB3339,1
20358,TSLK7269,1
20369,WZJU6863,1
20380,HTPS4769,1
20391,BKSV6148,1
20402,YJYW8585,1
20413,ATLK9686,1
20424,GWUT3957,1
20435,SNAP8364,1
20446,TSTU8630,1
20447,BUUR3717,1
20458,TFQE7874,1
20469,FCME1731,1
20480,MMRA7773,1
20491,JFAE5155,1
20502,ZFZH2515,0
20513,GUTH2581,1
20524,RKCD2080,1
20535,PERV9716,1
20546,KBXA5219,1
20557,OCVR4708,1
20558,HYAL4195,1
20569,TTOQ7635,1
20580,JUMV3871,1
20591,GNWZ6042,1
20602,BEEN7150,1
20613,HKVL4568,1
20624,LAEP8188,1
20635,ARRY9687,1
20646,LRGP6396,1
20657,JVWS8348,1
20668,DUME5058,1
20669,PTFB3868,1
20680,XJXE9154,1
20691,BDPL2293,1
20702,DDLC8401,1
20713,CCHE8763,1
20724,RZRB1990,1
20735,HHFQ9727,1
20746,IGEG8021,1
20757,JTPI2224,1
20768,HDXE4293,1
20779,ATUP3405,1
20780,VBUL9561,1
20791,KFWI9828,1
20802,PQJL3004,1
20813,QQEQ9153,1
20824,RIUG8905,1
20835,XRNS4148,1
20846,WZQW5207,1
20857,GABL1778,1
20868,FMJK6776,1
20879,QXLF6147,1
20890,EOZA6587,1
20891,ODCD9594,1
20902,JPVK8861,1
20913,LDTK7519,1
20924,NSKP8542,1
20935,PUOD7189,1
20946,MXRZ5156,1
20957,CBKN9307,1
20968,LAMV7450,1
20979,AQBZ7169,1
20990,VMBA4557,1
21001,WFOT7525,1
21002,RWSX7863,1
21013,HFJN5585,1
21024,ERAV6836,1
21035,TXFZ1437,1
21046,NHUI1528,1
21057,IIJB9832,1
21068,NVLG5704,1
21079,VKZY6419,1
21090,VIIX8820,1
21101,WEDX5592,1
21112,BBZW9639,1
21113,OXRI6002,1
21114,ZOCV5504,1
21125,SURD3833,1
21136,GDRA4098,1
21147,GKRS1514,1
21158,XJIN1054,1
21169,FRSK5018,1
21180,HLAW8397,1
21191,TORX4302,1
21202,ANRS7490,1
21213,JCUF5005,1
21224,UXMJ3812,1
21225,OZIF9973,1
21236,NHTU3887,1
21247,HFMT6667,1
21258,ETWH5717,1
21269,ILWT1779,1
21280,URBM1102,1
21291,ZBIW1778,1
21302,POBO3817,1
21313,DDHO7003,1
21324,RAPK9219,1
21335,JOBR9601,1
21336,HNVL9459,1
21347,VJAS6182,1
21358,PWST4581,1
21369,NNEC7513,1
21380,SRDV8876,1
21391,MEVZ4450,1
21402,KGCS4355,1
21413,LGCZ1109,1
21424,MBKM7991,1
21435,NGLZ6338,1
21446,RQXF9364,1
21447,FVXP3594,1
21458,NKHG9553,1
21469,FZOY2216,1
21480,RKLS2836,1
21491,LEKR5584,1
21502,RWKL9221,1
21513,KFQU4512,1
21524,COWT8979,1
21535,GUUO4090,1
21545,IWFO5473,1
21546,YTOV9687,1
21547,YNOG3136,1
21548,HURP7884,0
21549,JSBL8003,1
21550,NEKA3339,1
21551,QVPM8381,1
21552,QQPL7378,1
21553,IPTH8360,1
21554,FWHJ3064,1
21555,SYMU1699,1
21556,NPKX9421,1
21557,SPUP4976,1
21558,XISS3296,1
21559,XXKQ8528,1
21560,OVAQ8225,1
21561,WNYC1500,1
21562,ZXNN4414,1
21563,LEUV4803,1
21564,IJNR5725,1
21565,VBFZ8264,1
21566,JREH1993,1
21567,DJVP5718,1
21568,KFNU1923,1
21569,UBPL4399,1
21570,ZTEB1234,1
21571,CUDS6473,1
21572,EMEU3893,1
21573,NIQL7539,1
21574,MVMU5454,1
21575,VVET6090,1
21576,CUQR8433,1
21577,MYXS6458,1
21578,ELDL3974,1
21579,DQRS7862,1
21580,UXZR6970,1
21581,BSXS4685,1
21582,KBTM1780,1
21583,BHGJ5686,1
21584,JLGR9000,1
21585,FIZL7157,1
21586,VJTP3308,1
21587,MPMS6428,1
21588,ZCBY7641,1
21589,VZHR8493,1
21590,IZRU6636,1
21591,YRXO6285,1
21592,ZMIG1182,1
21593,FFNO4071,1
21594,BSVS4531,1
21595,OJQE1589,1
21596,JUOI1392,1
21597,AHNS3202,1
21598,OADM5204,1
21599,ICLV8041,1
21600,ZJMG3056,1
21601,TBTR8228,1
21602,YPBZ7935,1
21603,ZCIZ9801,1
21604,NRWS4079,1
21605,RXCC6293,1
21606,VXKD7983,1
21607,HZGP2226,1
21608,TUOO8941,1
21609,YPDA9819,1
21610,DLKN6110,1
21611,JUFB4805,1
21612,LRDT1582,1
21613,APVA6657,1
21614,TOHE8657,1
21615,EJWJ5330,1
21616,QZUB1161,1
21617,KWCY2638,1
21618,IIWY7422,1
21619,GFMW9280,1
21620,EJAG9502,1
21621,ZAGO6291,1
21622,ZVJW9614,1
21623,YHAQ6979,1
21624,PRSC9650,1
21625,AKPV6852,1
21626,LOHY1341,1
21627,RFDT8947,1
21628,TLTL7316,1
21629,UVUN9118,1
21630,ATBA5890,1
21631,VQIV6304,1
21632,GIVU1106,1
21633,CDTA3182,1
21634,DTFA6802,1
21635,TJZD6202,1
21636,YRRB2440,1
21637,ZUEO3053,1
21638,QPVZ3650,1
21639,RVJN4475,1
21640,RBTB9769,1
21641,EJSX5560,1
21642,JMFD4260,1
21643,QWCS8257,1
21644,LEDA7309,1
21645,PXIE3220,1
21646,CTWJ4417,1
21647,FXQO9932,1
21648,LCXG6135,1
21649,SOWO7189,1
21650,CZNM5880,1
21651,GHYK8890,1
21652,FKKR3056,1
21653,YNWE2832,1
21654,EVVY5233,1
21655,FONI9850,1
21656,EFXE2683,1
21657,WDQB1994,1
21658,HEHU2505,1
21659,GIOT6153,1
21660,OHSE6016,1
21661,OFRS9609,1
21662,ORMD2312,1
21663,TGLV8278,1
21664,SXQF9830,1
21665,VHZG4931,1
21666,JKVU7458,1
21667,NTNI5591,1
21668,BDLC6196,1
21669,AAQI4043,1
21670,ISZP3263,1
21671,XFZU6086,1
21672,NNIN4482,1
21673,IOQQ9145,1
21674,JXHA1757,1
21675,SXDR1391,1
21676,NAHP4992,1
21677,JAQO3342,1
21678,YLMX7743,1
21679,AWVA2586,1
21680,LWUI9570,1
21681,IKIS1952,1
21682,RUXZ3539,1
21683,FRWB8933,1
21684,RCDY4698,1
21685,VONH5240,1
21686,AGYD5697,1
21687,WZDI6521,1
21688,NBGJ4635,1
21689,NJRY3281,1
21690,DZXN1601,1
21691,EQOP9434,1
21692,ONYV7242,1
21693,YTOD1248,1
21694,ZZNB8074,1
21695,SOAJ7922,1
21696,GOZS4400,1
21697,ELHY8209,1
21698,IQLR9549,1
21699,EWDT6149,1
21700,DXBV6524,1
21701,ABXA1229,1
21702,XVET7460,1
21703,JVZX7337,1
21704,FJFO2318,1
21705,WXHC3004,1
21706,NCUJ8981,1
21707,UJLX5311,1
21708,NNNY4162,1
21709,YKKW6226,1
21710,EHEA5197,1
21711,BPAU3268,1
